"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
6,12860256,"s_add_u32 s91, s90, s91",4,16,0,0,""
6,12860260,"s_cmp_lt_u32 s55, s50",4,16,0,0,""
6,12860264,"s_cselect_b32 s56, s90, s56",4,16,0,0,""
6,12860268,"s_cselect_b32 s57, s91, s57",4,16,0,0,""
6,12860272,"s_add_u32 s87, s56, s89",4,16,0,0,""
6,12860276,"s_add_u32 s57, s57, s89",4,16,0,0,""
6,12860280,"s_min_u32 s57, s57, s47",4,16,0,0,""
6,12860284,"s_cmp_lt_u32 s56, s47",4,16,0,0,""
6,12860288,"s_cbranch_scc1 6",4,16,0,16,""
6,12860316,"s_mov_b32 s56, s87",16,64,0,260,""
6,12860320,"s_mul_i32 s87, s10, s11",16,64,0,192,""
6,12860324,"v_cvt_f32_u32_e32 v18, s87",16,324,260,0,""
6,12860328,"v_rcp_iflag_f32_e32 v18, v18",16,140,12,0,""
6,12860332,"v_cvt_f32_u32_e32 v19, s86",16,216,152,0,""
6,12860336,"v_mul_f32_e32 v18, v18, v19",16,64,0,0,""
6,12860340,"v_cvt_u32_f32_e32 v18, v18",16,64,0,0,""
6,12860344,"v_mul_u32_u24_e64 v19, v18, s87",16,132,68,0,""
6,12860352,"v_sub_u32_e32 v19, s86, v19",16,72,8,0,""
6,12860356,"v_cmpx_eq_u32_e64 exec, v19, s87",16,160,96,0,""
6,12860364,"v_add_u32_e32 v18, 1, v18",16,156,92,0,""
6,12860368,"v_mov_b32_e32 v19, 0",16,188,124,0,""
6,12860372,"s_mov_b64 exec, -1",16,64,0,104,""
6,12860376,"v_cmpx_gt_u32_e64 exec, v19, s87",16,180,116,0,""
6,12860384,"v_sub_u32_e64 v18, v18, 1",16,140,76,0,""
6,12860392,"v_mul_u32_u24_e64 v19, v18, s87",16,64,0,0,""
6,12860400,"v_sub_u32_e32 v19, s86, v19",16,64,0,0,""
6,12860404,"s_mov_b64 exec, -1",16,64,0,60,""
6,12860408,"v_readfirstlane_b32 s4, v18",16,64,0,0,""
6,12860412,"v_readfirstlane_b32 s88, v19",16,64,0,0,""
6,12860416,"v_cvt_f32_u32_e32 v18, s10",16,76,12,0,""
6,12860420,"v_rcp_iflag_f32_e32 v18, v18",16,128,0,0,""
6,12860424,"v_cvt_f32_u32_e32 v19, s88",16,64,0,0,""
6,12860428,"v_mul_f32_e32 v18, v18, v19",16,64,0,0,""
6,12860432,"v_cvt_u32_f32_e32 v18, v18",16,64,0,0,""
6,12860436,"v_mul_u32_u24_e64 v19, v18, s10",16,64,0,0,""
6,12860444,"v_sub_u32_e32 v19, s88, v19",16,64,0,0,""
6,12860448,"v_cmpx_eq_u32_e64 exec, v19, s10",16,64,0,0,""
6,12860456,"v_add_u32_e32 v18, 1, v18",16,64,0,0,""
6,12860460,"v_mov_b32_e32 v19, 0",16,64,0,0,""
6,12860464,"s_mov_b64 exec, -1",16,64,0,128,""
6,12860468,"v_cmpx_gt_u32_e64 exec, v19, s10",16,64,0,0,""
6,12860476,"v_sub_u32_e64 v18, v18, 1",16,64,0,0,""
6,12860484,"v_mul_u32_u24_e64 v19, v18, s10",16,64,0,0,""
6,12860492,"v_sub_u32_e32 v19, s88, v19",16,64,0,0,""
6,12860496,"s_mov_b64 exec, -1",16,64,0,64,""
6,12860500,"v_readfirstlane_b32 s3, v18",16,64,0,0,""
6,12860504,"v_readfirstlane_b32 s2, v19",16,64,0,0,""
6,12860508,"v_cmp_eq_f32_e64 vcc, s44, 0",16,64,0,0,""
6,12860516,"s_cbranch_vccz 9",16,64,0,320,""
6,12860556,"s_sext_i32_i16 s7, s7",16,64,0,256,""
6,12860560,"s_cmp_gt_i32 s7, 1",16,64,0,0,""
6,12860564,"s_cbranch_scc1 77",16,64,0,64,""
6,12860876,"s_mov_b32 s89, s7",16,64,0,256,""
6,12860880,"v_cvt_f32_u32_e32 v18, s89",16,272,208,0,""
6,12860884,"v_rcp_iflag_f32_e32 v18, v18",16,256,128,0,""
6,12860888,"v_cvt_f32_u32_e32 v19, s3",16,132,68,0,""
6,12860892,"v_mul_f32_e32 v18, v18, v19",16,96,32,0,""
6,12860896,"v_cvt_u32_f32_e32 v18, v18",16,64,0,0,""
6,12860900,"v_mul_u32_u24_e64 v19, v18, s89",16,160,96,0,""
6,12860908,"v_sub_u32_e32 v19, s3, v19",16,64,0,0,""
6,12860912,"v_cmpx_eq_u32_e64 exec, v19, s89",16,68,4,0,""
6,12860920,"v_add_u32_e32 v18, 1, v18",16,228,164,0,""
6,12860924,"s_mov_b64 exec, -1",16,64,0,156,""
6,12860928,"v_cmpx_gt_u32_e64 exec, v19, s89",16,168,104,0,""
6,12860936,"v_sub_u32_e64 v18, v18, 1",16,128,64,0,""
6,12860944,"s_mov_b64 exec, -1",16,64,0,180,""
6,12860948,"v_readfirstlane_b32 s85, v18",16,64,0,0,""
6,12860952,"s_mul_i32 s88, s85, s89",16,64,0,256,""
6,12860956,"s_sub_u32 s88, s3, s88",16,64,0,0,""
6,12860960,"s_mul_i32 s88, s88, s10",16,64,0,0,""
6,12860964,"s_add_u32 s88, s88, s2",16,64,0,0,""
6,12860968,"v_cvt_f32_u32_e32 v18, s89",16,64,0,0,""
6,12860972,"v_rcp_iflag_f32_e32 v18, v18",16,128,0,0,""
6,12860976,"v_cvt_f32_u32_e32 v19, s11",16,64,0,0,""
6,12860980,"v_mul_f32_e32 v18, v18, v19",16,64,0,0,""
6,12860984,"v_cvt_u32_f32_e32 v18, v18",16,64,0,0,""
6,12860988,"v_mul_u32_u24_e64 v19, v18, s89",16,64,0,0,""
6,12860996,"v_sub_u32_e32 v19, s11, v19",16,64,0,0,""
6,12861000,"v_cmpx_eq_u32_e64 exec, v19, s89",16,64,0,0,""
6,12861008,"v_add_u32_e32 v18, 1, v18",16,64,0,0,""
6,12861012,"s_mov_b64 exec, -1",16,64,0,192,""
6,12861016,"v_cmpx_gt_u32_e64 exec, v19, s89",16,64,0,0,""
6,12861024,"v_sub_u32_e64 v18, v18, 1",16,64,0,0,""
6,12861032,"s_mov_b64 exec, -1",16,64,0,192,""
6,12861036,"v_readfirstlane_b32 s86, v18",16,64,0,0,""
6,12861040,"s_mul_i32 s87, s89, s86",16,64,0,256,""
6,12861044,"s_sub_u32 s87, s11, s87",16,64,0,0,""
6,12861048,"s_cmp_eq_u32 s87, 0",16,64,0,0,""
6,12861052,"s_cmov_b32 s87, s89",16,64,0,0,""
6,12861056,"s_cmp_ge_u32 s85, s86",16,64,0,0,""
6,12861060,"s_cselect_b32 s86, s87, s89",16,64,0,0,""
6,12861064,"v_cvt_f32_u32_e32 v18, s86",16,64,0,0,""
6,12861068,"v_rcp_iflag_f32_e32 v18, v18",16,128,0,0,""
6,12861072,"v_cvt_f32_u32_e32 v19, s88",16,64,0,0,""
6,12861076,"v_mul_f32_e32 v18, v18, v19",16,64,0,0,""
6,12861080,"v_cvt_u32_f32_e32 v18, v18",16,64,0,0,""
6,12861084,"v_mul_u32_u24_e64 v19, v18, s86",16,64,0,0,""
6,12861092,"v_sub_u32_e32 v19, s88, v19",16,64,0,0,""
6,12861096,"v_cmpx_eq_u32_e64 exec, v19, s86",16,64,0,0,""
6,12861104,"v_add_u32_e32 v18, 1, v18",16,64,0,0,""
6,12861108,"v_mov_b32_e32 v19, 0",16,64,0,0,""
6,12861112,"s_mov_b64 exec, -1",16,64,0,128,""
6,12861116,"v_cmpx_gt_u32_e64 exec, v19, s86",16,64,0,0,""
6,12861124,"v_sub_u32_e64 v18, v18, 1",16,64,0,0,""
6,12861132,"v_mul_u32_u24_e64 v19, v18, s86",16,64,0,0,""
6,12861140,"v_sub_u32_e32 v19, s88, v19",16,64,0,0,""
6,12861144,"s_mov_b64 exec, -1",16,64,0,64,""
6,12861148,"v_readfirstlane_b32 s2, v18",16,64,0,0,""
6,12861152,"v_readfirstlane_b32 s3, v19",16,64,0,0,""
6,12861156,"s_mul_i32 s3, s2, s86",16,64,0,256,""
6,12861160,"s_sub_u32 s3, s88, s3",16,64,0,0,""
6,12861164,"s_mul_i32 s85, s85, s89",16,64,0,0,""
6,12861168,"s_add_u32 s3, s3, s85",16,64,0,0,""
6,12861172,"v_and_b32_e32 v19, 63, v180",16,64,0,0,""
6,12861176,"v_and_b32_e32 v18, 15, v19",16,64,0,0,""
6,12861180,"v_lshlrev_b32_e32 v18, 3, v18",16,64,0,0,""
6,12861184,"v_lshrrev_b32_e32 v19, 4, v19",16,64,0,0,""
6,12861188,"v_lshl_add_u32 v18, v19, 11, v18",16,64,0,0,""
6,12861196,"v_lshrrev_b32_e32 v22, 6, v180",16,64,0,0,""
6,12861200,"v_and_b32_e32 v22, 1, v22",16,64,0,0,""
6,12861204,"v_lshl_add_u32 v18, v22, 7, v18",16,64,0,0,""
6,12861212,"v_and_b32_e32 v20, 63, v180",16,64,0,0,""
6,12861216,"v_and_b32_e32 v19, 15, v20",16,64,0,0,""
6,12861220,"v_lshlrev_b32_e32 v19, 6, v19",16,64,0,0,""
6,12861224,"v_lshlrev_b32_e32 v19, 3, v19",16,64,0,0,""
6,12861228,"v_lshrrev_b32_e32 v20, 4, v20",16,64,0,0,""
6,12861232,"v_lshl_add_u32 v19, v20, 3, v19",16,64,0,0,""
6,12861240,"v_lshrrev_b32_e32 v21, 7, v180",16,64,0,0,""
6,12861244,"v_and_b32_e32 v21, 1, v21",16,64,0,0,""
6,12861248,"v_lshl_add_u32 v19, v21, 13, v19",16,64,0,0,""
6,12861256,"v_lshrrev_b32_e32 v20, 6, v180",16,64,0,0,""
6,12861260,"v_lshrrev_b32_e32 v20, 2, v20",16,64,0,0,""
6,12861264,"s_mov_b32 s85, 0x4000",16,64,0,0,""
6,12861272,"v_mul_lo_u32 v20, s85, v20",16,64,0,0,""
6,12861280,"v_add_lshl_u32 v16, v20, v18, 1",16,64,0,0,""
6,12861288,"v_lshrrev_b32_e32 v21, 12, v16",16,64,0,0,""
6,12861292,"v_lshl_add_u32 v16, v21, 4, v16",16,64,0,0,""
6,12861300,"v_lshrrev_b32_e32 v18, 6, v180",16,64,0,0,""
6,12861304,"v_lshrrev_b32_e32 v18, 2, v18",16,64,0,0,""
6,12861308,"s_mov_b32 s85, 64",16,64,0,0,""
6,12861312,"v_mul_lo_u32 v18, s85, v18",16,64,0,0,""
6,12861320,"v_add_lshl_u32 v17, v18, v19, 1",16,64,0,0,""
6,12861328,"v_lshrrev_b32_e32 v20, 10, v17",16,64,0,0,""
6,12861332,"v_lshl_add_u32 v17, v20, 4, v17",16,64,0,0,""
6,12861340,"v_add_co_u32_e32 v17, vcc, 0x8080, v17",16,64,0,0,""
6,12861348,"v_add_u32_e32 v178, 0x10280, v16",16,64,0,0,""
6,12861356,"v_xor_b32_e32 v178, v178, v16",16,64,0,0,""
6,12861360,"v_add_u32_e32 v179, 0x10280, v17",16,64,0,0,""
6,12861368,"v_xor_b32_e32 v179, v179, v17",16,64,0,0,""
6,12861372,"v_lshrrev_b32_e32 v19, 5, v180",16,64,0,0,""
6,12861376,"v_and_b32_e32 v18, 31, v180",16,64,0,0,""
6,12861380,"v_lshlrev_b32_e32 v18, 3, v18",16,64,0,0,""
6,12861384,"v_mov_b32_e32 v22, v19",16,64,0,0,""
6,12861388,"v_lshrrev_b32_e32 v20, 3, v180",16,64,0,0,""
6,12861392,"v_and_b32_e32 v21, 7, v180",16,64,0,0,""
6,12861396,"v_lshlrev_b32_e32 v21, 3, v21",16,64,0,0,""
6,12861400,"v_mov_b32_e32 v23, v21",16,64,0,0,""
6,12861404,"v_mul_u32_u24_e32 v24, 0x100, v22",16,64,0,0,""
6,12861412,"v_add_lshl_u32 v24, v18, v24, 1",16,64,0,0,""
6,12861420,"v_lshrrev_b32_e32 v26, 12, v24",16,64,0,0,""
6,12861424,"v_lshl_add_u32 v24, v26, 4, v24",16,64,0,0,""
6,12861432,"s_nop 0",16,64,64,0,""
6,12861436,"v_readfirstlane_b32 s51, v24",16,64,0,0,""
6,12861440,"s_nop 0",16,1956,1956,0,""
6,12861444,"s_add_u32 s53, s51, 0x10280",16,64,0,144,""
6,12861452,"s_xor_b32 s53, s53, s51",16,64,0,0,""
6,12861456,"v_mul_u32_u24_e32 v24, 64, v20",16,64,0,0,""
6,12861460,"v_add_lshl_u32 v24, v23, v24, 1",16,64,0,0,""
6,12861468,"v_lshrrev_b32_e32 v26, 10, v24",16,64,0,0,""
6,12861472,"v_lshl_add_u32 v24, v26, 4, v24",16,64,0,0,""
6,12861480,"v_add_co_u32_e32 v24, vcc, 0x8080, v24",16,64,0,0,""
6,12861488,"s_nop 0",16,64,64,0,""
6,12861492,"v_readfirstlane_b32 s52, v24",16,64,0,0,""
6,12861496,"s_nop 0",16,64,64,0,""
6,12861500,"s_add_u32 s54, s52, 0x10280",16,64,0,192,""
6,12861508,"s_xor_b32 s54, s54, s52",16,64,0,0,""
6,12861512,"v_mov_b32_e32 v24, v18",16,64,0,0,""
6,12861516,"v_mov_b32_e32 v25, v20",16,64,0,0,""
6,12861520,"v_add_co_u32_e32 v26, vcc, 32, v25",16,64,0,0,""
6,12861524,"v_add_co_u32_e32 v27, vcc, 32, v26",16,64,0,0,""
6,12861528,"v_add_co_u32_e32 v28, vcc, 32, v27",16,64,0,0,""
6,12861532,"v_add_co_u32_e32 v29, vcc, 32, v28",16,64,0,0,""
6,12861536,"v_add_co_u32_e32 v30, vcc, 32, v29",16,64,0,0,""
6,12861540,"v_add_co_u32_e32 v31, vcc, 32, v30",16,64,0,0,""
6,12861544,"v_add_co_u32_e32 v32, vcc, 32, v31",16,64,0,0,""
6,12861548,"v_mov_b32_e32 v33, v19",16,64,0,0,""
6,12861552,"v_add_co_u32_e32 v34, vcc, 8, v33",16,64,0,0,""
6,12861556,"v_add_co_u32_e32 v35, vcc, 8, v34",16,64,0,0,""
6,12861560,"v_add_co_u32_e32 v36, vcc, 8, v35",16,64,0,0,""
6,12861564,"v_add_co_u32_e32 v37, vcc, 8, v36",16,64,0,0,""
6,12861568,"v_add_co_u32_e32 v38, vcc, 8, v37",16,64,0,0,""
6,12861572,"v_add_co_u32_e32 v39, vcc, 8, v38",16,64,0,0,""
6,12861576,"v_add_co_u32_e32 v40, vcc, 8, v39",16,64,0,0,""
6,12861580,"v_mov_b32_e32 v41, v21",16,64,0,0,""
6,12861584,"s_mul_i32 s85, s2, 0x100",16,64,0,192,""
6,12861592,"s_sub_u32 s85, s20, s85",16,64,0,0,""
6,12861596,"s_sub_u32 s85, s85, 8",16,64,0,0,""
6,12861600,"v_mov_b32_e32 v42, s85",16,64,0,0,""
6,12861604,"v_min_i32_e32 v24, v42, v24",16,64,0,0,""
6,12861608,"v_mul_lo_u32 v42, s40, v33",16,64,0,0,""
6,12861616,"v_add_co_u32_e32 v0, vcc, v24, v42",16,64,0,0,""
6,12861620,"v_add_u32_e32 v0, 8, v0",16,64,0,0,""
6,12861624,"v_lshlrev_b32_e32 v0, 1, v0",16,64,0,0,""
6,12861628,"v_mul_lo_u32 v42, s40, v34",16,64,0,0,""
6,12861636,"v_add_co_u32_e32 v1, vcc, v24, v42",16,64,0,0,""
6,12861640,"v_add_u32_e32 v1, 8, v1",16,64,0,0,""
6,12861644,"v_lshlrev_b32_e32 v1, 1, v1",16,64,0,0,""
6,12861648,"v_mul_lo_u32 v42, s40, v35",16,64,0,0,""
6,12861656,"v_add_co_u32_e32 v2, vcc, v24, v42",16,64,0,0,""
6,12861660,"v_add_u32_e32 v2, 8, v2",16,64,0,0,""
6,12861664,"v_lshlrev_b32_e32 v2, 1, v2",16,64,0,0,""
6,12861668,"v_mul_lo_u32 v42, s40, v36",16,64,0,0,""
6,12861676,"v_add_co_u32_e32 v3, vcc, v24, v42",16,64,0,0,""
6,12861680,"v_add_u32_e32 v3, 8, v3",16,64,0,0,""
6,12861684,"v_lshlrev_b32_e32 v3, 1, v3",16,64,0,0,""
